Keyword,Intent nguồn,Volume,KD,CPC,ICADO rank,ICADO page,Quyết định,Pillar,Cụm LSI / Search intent,Intent chuẩn hóa,Ưu tiên
đồ bơi liền thân cho nữ,Informational,90,3,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
đồ tắm biển nữ cao cấp,Informational,90,9,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
đồ đánh cầu lông nữ,Informational,90,7,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
aos khoac nu,Informational,70,30,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
bộ gió thể thao nữ,Informational,70,9,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
kính bơi nữ,Informational,70,9,0.09000000357627869,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
đồ bơi cao cấp nữ,Informational,70,53,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
bộ nỉ thể thao nữ,Informational,50,8,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
các kiểu đồ bơi nữ đẹp,Informational,50,28,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giay nữ,Informational,50,21,0.09000000357627869,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
mũ nỉ nữ,Informational,50,11,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
bộ gió nữ đẹp,Informational,40,9,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giày lightning nữ,Informational,40,6,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giầy lining nữ cầu lông,Informational,40,7,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
đồ bơi nữ liền thân,Informational,40,2,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
đồ thu đông nữ,Informational,40,9,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
bộ nỉ nữ adidas,"Informational, Transactional",30,17,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Commercial investigation,—
bộ nỉ thu đông nữ,Informational,30,40,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
bộ sooc nữ,Informational,30,16,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
bộ thể thao nữ lining,"Informational, Transactional",30,7,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Commercial investigation,—
các hãng giày thể thao nữ nổi tiếng,Informational,30,3,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
các loại giày thể thao nữ đẹp,Informational,30,8,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
cách buộc dây giày đẹp cho nữ,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
cách mix đồ với giày thể thao nữ mùa đông,Informational,30,11,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Transactional,—
cách thắt dây giày 5 lỗ đẹp cho nữ,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
cách thắt dây giày thể thao nữ,"Informational, Transactional",30,9,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
cầu lông nam nữ,"Informational, Transactional",30,7,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Commercial investigation,—
dep nam nu,Informational,30,17,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
dep nu dep,Informational,30,5,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
dép fila nữ,Informational,30,9,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
dép đôi nam nữ,Informational,30,17,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giay nu chinh hang,Informational,30,16,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Transactional,—
giày bóng chuyền nữ beyono,"Informational, Transactional",30,-1,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Commercial investigation,—
giày cầu lông lining nữ chính hãng,Informational,30,9,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Transactional,—
giày cầu lông nữ đẹp,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giày lining nữ mới nhất,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giày lót lông nữ,Informational,30,12,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giày nữ thể thao đẹp,Informational,30,8,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giày thể thao nữ không buộc dây,Informational,30,14,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giày thể thao nữ nên mua hãng nào,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Transactional,—
giày thể thao nữ đánh bóng chuyền,Informational,30,3,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giày thể thao nữ đánh cầu lông,Informational,30,11,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giày thể thao nữ đẹp hàng hiệu,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
giày thể thao thoáng khí nữ,Informational,30,8,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
hình ảnh giày thể thao nữ đẹp,Informational,30,10,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
khoác dù nữ,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
luật cầu lông đơn nữ,Informational,30,6,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
luật đá cầu đôi nam nữ,Informational,30,16,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
mua đồ bơi nữ,Commercial,30,11,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Transactional,—
mũ lưới nữ,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
mũ lưỡi trai nữ đẹp,Informational,30,9,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
mẫu bộ sooc nữ đẹp,Informational,30,16,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
những đôi giày nên có trong tủ đồ nữ,Informational,30,15,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
nữ cầu lông,Informational,30,13,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
set thể thao nữ,Informational,30,7,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
shop do nu,Commercial,30,20,0.09000000357627869,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Transactional,—
sự khác biệt giữa giày thể thao nam và nữ,Informational,30,4,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
thoi trang nu mua dong,Informational,30,9,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Transactional,—
thương hiệu giày thể thao nữ nổi tiếng,Informational,30,4,0,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
túi thể thao nữ,Informational,30,9,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
đồ bơi nữ chính hãng,Informational,30,12,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Transactional,—
đồ bộ mùa đông nữ,Informational,30,12,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Transactional,—
đồ tắm nữ,Commercial,30,54,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Commercial investigation,—
đồng phục bóng chuyền nữ,Informational,30,6,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Chọn đồ nữ,Informational,—
cầu lông,Informational,74000,34,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt cầu lông,Informational,27100,63,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
t shirt,Informational,22200,18,0.27000001072883606,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép,Informational,18100,25,0.17000000178813934,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
blade,Informational,12100,23,1.0299999713897705,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày cầu lông,Informational,12100,18,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
li ning,Navigational,9900,54,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
đồ bơi,Commercial,9900,21,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giay lining,Informational,8100,22,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
mũ,Informational,8100,21,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt lining,Informational,8100,45,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
keo dán giày,Informational,5400,14,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining vietnam,Navigational,5400,45,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
đôi giày bộ phận sinh dục,Informational,5400,16,0.23999999463558197,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép lê,Informational,4400,16,0.09000000357627869,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
kính bơi,Informational,4400,17,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt,Informational,4400,65,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt cầu lông lining,Informational,4400,30,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
ab0,Informational,3600,27,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
calibar 300b,Informational,3600,16,0.09000000357627869,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách buộc dây giày,"Informational, Transactional",3600,15,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày bóng chuyền,Informational,3600,16,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
tee,Informational,3600,26,0.46000000834465027,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt cầu lông 200k-300k,Informational,3600,13,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giầy cầu lông lining,Informational,2900,14,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
gọn gàng,Informational,2900,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
balo cầu lông,Informational,2400,10,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cước,Informational,2400,10,0.14000000059604645,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
luật cầu lông,Informational,2400,11,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt cầu lông shop,Navigational,2400,73,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
beyono,Navigational,1900,18,0.09000000357627869,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép quai ngang,Informational,1900,15,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
ling,Informational,1900,33,0.23999999463558197,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vua bong ro,Informational,1900,61,0.11999999731779099,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách thắt dây giày,"Informational, Transactional",1600,13,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách xỏ dây giày,"Informational, Transactional",1600,13,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
căng vợt cầu lông,Commercial,1600,17,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
storage ning com,Informational,1600,62,0.38999998569488525,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
thương hiệu thời trang thể thao nổi tiếng,Informational,1600,10,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
300c,Informational,1300,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
6000,Informational,1300,13,0.12999999523162842,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cửa hàng tiện lợi okono,Commercial,1300,23,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giày đá bóng sân cỏ nhân tạo,Informational,1300,16,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày đánh cầu lông,Informational,1300,15,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
li ning logo,Informational,1300,22,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining aeronaut 6000,Informational,1300,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining calibar 300b,Informational,1300,12,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining giày,"Informational, Transactional",1300,12,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lining logo,Informational,1300,17,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining no 1,Informational,1300,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining shop,Navigational,1300,50,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining store,Navigational,1300,66,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lông vũ,Informational,1300,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
nỉ,Informational,1300,22,0.09000000357627869,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
ống cầu lông,Informational,1300,11,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
aeronaut 9000,Informational,1000,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
ambino,"Informational, Transactional",1000,33,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
balo thể thao,Informational,1000,9,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
buộc dây giày,Informational,1000,15,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách buộc dây giày thể thao,"Informational, Transactional",1000,13,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cước cầu lông,Informational,1000,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dán đế giày,Informational,1000,13,0.11999999731779099,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày chạy,Informational,1000,14,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày lining cầu lông,Informational,1000,12,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
phong lâm hỏa sơn,Informational,1000,19,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
sịp,Informational,1000,30,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
6000 c,Informational,880,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
9000,Informational,880,13,0.2800000011920929,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
bán vợt cầu lông,Commercial,880,65,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
calibar 600c,Informational,880,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
chơi cầu lông,Informational,880,18,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách buộc dây giày đẹp,"Informational, Transactional",880,13,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách cột dây giày,Informational,880,22,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
deline,Informational,880,28,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dây giày,Informational,880,9,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép lining,"Informational, Transactional",880,17,0.09000000357627869,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giày bóng bàn,Informational,880,11,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày pick,Informational,880,11,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining calibar 300c,Informational,880,11,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
luật chơi cầu lông,Informational,880,9,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
luật cầu lông đôi,Informational,880,14,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lyn nguyễn trãi,Navigational,880,30,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
túi cầu lông,Informational,880,7,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
túi đựng vợt cầu lông,Informational,880,6,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt cầu lông chính hãng,Informational,880,56,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
đồ bóng chuyền,Informational,880,6,0.12999999523162842,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
đồ cầu lông,Informational,880,9,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
balo lining,Informational,720,9,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
calibar 600b,Informational,720,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách thắt dây giày đẹp,"Informational, Transactional",720,13,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dán đế giày thể thao,Informational,720,8,0.10999999940395355,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép đẹp,Informational,720,20,0.10000000149011612,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giầy lining chính hãng,"Informational, Transactional",720,10,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
keo dán giày thể thao,Informational,720,6,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining hà nội,Navigational,720,16,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
livan sport,Navigational,720,40,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
nome vn,Navigational,720,33,0.11999999731779099,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
shirt là gì,Informational,720,22,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
sneaker la gì,Informational,720,12,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
t shirt là gì,Informational,720,19,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
thương hiệu giày thể thao nổi tiếng,Informational,720,7,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
thắt dây giày,"Informational, Transactional",720,14,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
túi thể thao,Informational,720,9,0.10000000149011612,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
túi vợt cầu lông,Informational,720,8,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt cầu lông giá rẻ,Informational,720,58,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
băng tay,Informational,590,11,0.15000000596046448,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
calibar 200,Informational,590,14,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
calibar 900,Informational,590,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
các hãng vợt cầu lông,Informational,590,9,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách cầm vợt cầu lông,"Informational, Transactional",590,12,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách cầm vợt cầu lông đúng,"Informational, Transactional",590,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách xỏ dây giày đẹp,"Informational, Transactional",590,13,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép quai,Informational,590,10,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép đúc,Informational,590,13,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày bóng chuyền mizuno,"Informational, Transactional",590,7,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giày sneaker là gì,Informational,590,14,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày thể thao lining,"Informational, Transactional",590,10,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
luật cầu lông đơn,Informational,590,11,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
mu luoi trai,Informational,590,17,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
mua vợt cầu lông,Commercial,590,60,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
vợt cầu lông cho người mới chơi,Informational,590,24,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt cầu lông xịn,Informational,590,51,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
đan vợt cầu lông,Transactional,590,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
aeronaut 4000,Informational,480,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
aos phao,Informational,480,16,0.05999999865889549,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
calibar 500,Informational,480,12,0.09000000357627869,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
calibar 600,Informational,480,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
các loại cầu,Informational,480,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
cách buộc dây,Informational,480,27,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dán giày,Informational,480,9,0.14000000059604645,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
dép lông,Informational,480,11,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
giày bóng chuyền adidas,"Informational, Transactional",480,20,0.07999999821186066,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giày bóng rổ lining,"Informational, Transactional",480,10,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
giá vợt cầu lông,Informational,480,55,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Transactional,—
keo dán đế giày,Informational,480,8,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
levan,Informational,480,38,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
li ning badminton,Navigational,480,57,0.05000000074505806,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
lining aeronaut 9000,"Commercial, Informational",480,14,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lining chùa bộc,"Informational, Transactional",480,22,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
lining hồ tùng mậu,"Informational, Transactional",480,20,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
luật phát cầu lông,Informational,480,11,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
môn cầu lông,Informational,480,16,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
ning,Informational,480,64,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
storage.ning.com,Informational,480,25,0.38999998569488525,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
sân bóng chuyền thăng long,Informational,480,22,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
vợt lightning,Informational,480,19,0.019999999552965164,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
xỏ dây giày,"Informational, Transactional",480,13,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
7000i,Informational,390,9,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
aeronaut 4000c,Informational,390,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
aeronaut 7000i,Informational,390,10,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
bao vợt cầu lông,Informational,390,10,0.029999999329447746,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
bladex,Navigational,390,15,0,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
buộc dây giày jordan,"Informational, Transactional",390,13,0.009999999776482582,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
bóng chuyền thăng long,"Informational, Transactional",390,9,0.03999999910593033,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Commercial investigation,—
các hãng giày,Informational,390,11,0.07000000029802322,0,,Loại,Ngoài phạm vi plan,Ngoài phạm vi,Informational,—
